"","ID","name","address","country","city"
"636",3804,"Exponeer","Lithuania, Kaunas, Vytenu 84","Lithuania","Kaunas"
"637",3806,"Aurus - Tokenised Gold","Netherlands, Eindhoven, Eindhoven","Netherlands","Eindhoven"
"638",3812,"etdconf","Russia, Moscow, g. Dubna","Russia","Moscow"
"639",3815,"Floor Plan For Real Estate","United States, Washington, Washington DC, 20016, USA","United States","Washington"
"640",3821,"ConnectJob","Israel, Tel Avivaj, 154 Menahem Begin ","Israel","Tel Avivaj"
"641",3822,"Crossbee","Russia, Bryansk, ул. Евдокимова 10","Russia","Bryansk"
"642",3823,"ООО ""БКУ ""СИБКОМПЛЕКТМОНТАЖ""","Russia, Tyumen, yamskaya 73\2","Russia","Tyumen"
"643",3826,"Sea Unit","Russia, Moscow, ugorshskaya 31","Russia","Moscow"
"644",3835,"Cocolyze","France, Lille, La Serre Numerique, Rue Peclet ","France","Lille"
"645",3836,"ATMT Inc.","Sweden, Norrkoping, 36 Drottninggatan, 60224 Norrkoping, Ostergotland County","Sweden","Norrkoping"
"646",3837,"LuxcessGroup","Slovenia, Ljubljana, Ljubljana ","Slovenia","Ljubljana"
"647",3838,"Erchant ","United States, Minneapolis, 1027 4th ave NE Austin, Mn 55912","United States","Minneapolis"
"648",3839,"FACTORY IN THE BOX","Ukraine, Kyiv, Киев","Ukraine","Kyiv"
"649",3840,"GraphEQ","Canada, Toronto, toronto","Canada","Toronto"
"650",3844,"Vera","Ukraine, Chernihiv, Berezova 46","Ukraine","Chernihiv"
"651",3848,"EMMARES","Slovenia, Velenje, Slandrova 6a","Slovenia","Velenje"
"652",3862,"DN Aerospace","India, New Delhi, FA-45, Shivaji Enclave, Rajouri Garden","India","New Delhi"
"653",3864,"Pet911","Belarus, Minsk, Minsk","Belarus","Minsk"
"654",3865,"Mindful Proteins","United States, Portland, Portland, OR","United States","Portland"
"655",3866,"Areatec Tecnologia e Servicos Ltda","Brazil, Sao Paulo, Rua Coronel Andre Ulson Junior, 250 - Sala 72 - Centro","Brazil","Sao Paulo"
"656",3867,"Herrand Associates Wealth Management Singapore, Tokyo Japan","Singapore, Singapore, Wisma Atria, 11th Floor, 435 Orchard Road, Singapore, 238877","Singapore","Singapore"
"657",3870,"Innvonix Technologies LLP","India, Ahmedabad, 610, Venus Amedeus, Jodhpur Cross Road, Satellite","India","Ahmedabad"
"658",3876,"Fores (Moscow)","Russia, Moscow, Moscow","Russia","Moscow"
"659",3884,"Charlette Terrones","United States, Anaheim, 4043 Weekley Street","United States","Anaheim"
"660",3885,"asharfi22@rediffmail.com","India, Amritsar, mnc asr","India","Amritsar"
"661",3913,"Omix Ventures Pvt Ltd- Project Shivom","Germany, Munich, Solalindenstr. 84, 81827 Munich/Germany","Germany","Munich"
"662",3916,"REVV COIN","South Korea, Seoul, 1310, 60-44, E&C dreamtower, gasan-dong, gumchun gu, Seoul, Republic of Korea","South Korea","Seoul"
"663",3922,"Hwisel Soft Inc.","Canada, Toronto, 302 The East Mall, Suite 301 Toronto, ON M9B 6C7","Canada","Toronto"
"664",3928,"Pointless Coin","Canada, Toronto, GTA","Canada","Toronto"
"665",3937,"Paris Helpline","France, Paris, 193/195 rue de Bercy","France","Paris"
"666",3943,"BabyNanny","Russia, Moscow, Россия-Севастополь","Russia","Moscow"
"667",3945,"Enbloc","United States, Columbus, 107 S High Street","United States","Columbus"
"668",3947,"ICOplate","Russia, Moscow, Пресненская наб. 6, стр.2. башня Империя, оф. 5116","Russia","Moscow"
"669",3952,"Cubewires","United States, San Francisco, 657 Mission St,  San Francisco, CA, 94105 USA","United States","San Francisco"
"670",3954,"ООО ""Вымпел-СМ""","Russia, Oryol, Leskova,19","Russia","Oryol"
"671",3963,"VELPER","Russia, Moscow, 1st Bukhvostova Street, 12/11к11, Moscow","Russia","Moscow"
"672",3971,"Logicspice Consultancy Pvt. Ltd. ","United States, Los Angeles, 9350 Wilshire Blvd , ","United States","Los Angeles"
"673",3976,"ИП Кузнецов Сергей Николаевич","Russia, Saint Petersburg, Санкт-Петербург","Russia","Saint Petersburg"
"674",3980,"HighCastle","United Kingdom, London, Kemp House, 160 City Road, London, United Kingdom","United Kingdom","London"
"675",3982,"Docnota","Russia, Ufa, Lenina 5","Russia","Ufa"
"676",3993,"Artman","Uganda, Mukono, Навоийска область город Зарафшан.","Uganda","Mukono"
"677",4001,"Atharva System","India, Ahmedabad, 506, Arista Business Space, Sindhu Bhavan Marg, Pakvan Cross Road, Bodakdev","India","Ahmedabad"
"678",4003,"Prismetric","India, Ahmedabad, SF/215 IT Tower 1, Infocity Gandhinagar-ahmedabad, Gujarat 382007","India","Ahmedabad"
"679",4008,"KeepPet","Russia, Moscow, Smolenskaya pl 3","Russia","Moscow"
"680",4013,"NeuroIO","Russia, Moscow, moscow","Russia","Moscow"
"681",4015,"Photochain","Estonia, Tallinn, Harju maakond, Kuusalu vald, Pudisoo kula, Mannimae, 74626","Estonia","Tallinn"
"682",4016,"Irwin Consulting Services","United Kingdom, London, 3938 Benjamin Lane Springdale, Arkansas 72764 United States of America","United Kingdom","London"
"683",4020,"Southbourne Group Singapore, Tokyo Japan","Japan, Tokyo, 1-1 Chiyoda, Chiyoda-ku, Tokyo-to 100-0001, Japan","Japan","Tokyo"
"684",4024,"Nitsogroup","China, Hong Kong, Hong Kong","China","Hong Kong"
"685",4032,"42FOUNDRY SA","Switzerland, Lugano, salita degli Olivi 9","Switzerland","Lugano"
"686",4038,"magePoint","India, Faridabad, 5K-114,1st Floor, N.I.T - 5","India","Faridabad"
"687",4050,"Solve_me","Ukraine, Kyiv, Petra Dekhtyarenko 35","Ukraine","Kyiv"
"688",4052,"Outsource Data Entry Services","United States, New York, 244 5th Avenue, New York, NY, 10001, USA","United States","New York"
"689",4053,"Concetto Labs","India, Ahmedabad, 605, City Center, Science City Road","India","Ahmedabad"
"690",4056,"ChainStar","United States, Houston, 2002 wineberry dr, katy, tx, 77450","United States","Houston"
"691",4065,"SwachhCoin","India, Kolkata, Kolkata","India","Kolkata"
"692",4066,"КВ ЕНЕРДЖИ ГРУПП (KV ENERGY GROUP)","Ukraine, Dnipropetrovsk, Ukraine, the city of Dnepr, Kosmicheskaya street","Ukraine","Dnipropetrovsk"
"693",4067,"Emmy coin","Nigeria, Lagos, Plot 66b itafaji road","Nigeria","Lagos"
"694",4071,"iProPal","Switzerland, Zurich, ALLPS GmbH Wiesenstrasse 8, 8008 Zurich, Switzerland","Switzerland","Zurich"
"695",4073,"Casper API","Russia, Saint Petersburg, Bolshaya Konyushennaya Street, 27","Russia","Saint Petersburg"
"696",4074,"Regola","Belarus, Minsk, 2 Велосипедный пер. 4","Belarus","Minsk"
"697",4076,"tefood international","Hungary, Budapest, 1142 Stubnyai utca 4","Hungary","Budapest"
"698",4077,"Panacea Infotech Pvt. Ltd","India, Pune,   4930 Main St., Suite 11 Downers Grove, IL 60515","India","Pune"
"699",4092,"squeal heal","Australia, Sydney, 11 grove road","Australia","Sydney"
"700",4095,"Protonbits Software Pvt Ltd","United States, New York, 239th Street, Queens County, New York 11426, USA","United States","New York"
"701",4096,"Деловой контакт","Russia, Nizhny Novgorod, улица Зайцева, дом 31, офис 620","Russia","Nizhny Novgorod"
"702",4099,"SJConsulting Group","Ukraine, Kyiv, Киев, Подольский район ","Ukraine","Kyiv"
"703",4100,"Micrometrica","Russia, Moscow,  г. Москва, ул. Маршала Малиновского, дом 6, корп. 1 оф. 7","Russia","Moscow"
"704",4101,"charitable system","Russia, Moscow, Moscow","Russia","Moscow"
"705",4104,"Bole ","United States, Chicago, 5200 Carriageway Dr. Ste. 228, Rolling Meadows, IL 60008","United States","Chicago"
"706",4109,"Polinno Limited","Malta, Santa Venera, 39, Emm. Attard Street, Santa Venera, SVR1332","Malta","Santa Venera"
"707",4110,"Linkkle","United Kingdom, Liverpool, Liverpool UK","United Kingdom","Liverpool"
"708",4112,"ZENUM Inc.","United States, Los Angeles, 2121 Lincoln Blvd - 90291 Venice, Los Angeles","United States","Los Angeles"
"709",4122,"Bandtraq","Russia, Kaliningrad, Pobeda sq. 4a / 611","Russia","Kaliningrad"
"710",4132,"GILL Solutions","Canada, Toronto, 3080 Yonge Street, Suite 6060, Toronto, Ontario M4N-3N1","Canada","Toronto"
"711",4137,"TuSion","Cyprus, Limassol, Andrea Zappa, 3","Cyprus","Limassol"
"712",4139,"Monaco Estate Token - ICO","Monaco, Monte Carlo, Monte-Carlo, Monaco","Monaco","Monte Carlo"
"713",4142,"Excellent WebWorld","India, Ahmedabad, 203-204 City Center Opp, Shukan Mall, Science City Road, Sola","India","Ahmedabad"
"714",4143,"XongoLab Technologies","India, Ahmedabad, 1st Floor,10-Kalpana Soc, ","India","Ahmedabad"
"715",4144,"Aktie Social","Austria, Vienna, Vienna, Austria","Austria","Vienna"
"716",4153,"Solomonstouch","United States, Fayetteville, Fayetteville, Arkansas","United States","Fayetteville"
"717",4155,"I Gave","United States, Atlanta, Atlanta","United States","Atlanta"
"718",4160,"Keyrock","Belgium, Brussels, Havenlaan 8","Belgium","Brussels"
"719",4161,"Rajasthanleafes","India, Jaipur, 5M 1 Janakpuri, Ajmer road near highway king, hotel Opp heerapura power house,","India","Jaipur"
"720",4167,"SmartO","Russia, Nizhny Novgorod, Floor 7, Business Center Bohemia Palace, 260 Maxim Gorky str","Russia","Nizhny Novgorod"
"721",4173,"МеталлГид","Russia, Yekaterinburg, Екатеринбург","Russia","Yekaterinburg"
"722",4175,"Debrah Simpson","United States, San Diego, San Diego California","United States","San Diego"
"723",4176,"Artrium.co","Switzerland, Lausanne, http://artrium.co/","Switzerland","Lausanne"
"724",4177,"CoinLoan","Estonia, Tallinn, Narva mnt 7-634, Tallinn, 10117, Estonia","Estonia","Tallinn"
"725",4182,"valex investments ltd","United Kingdom, London, 45 St Andrews Avenue  ","United Kingdom","London"
"726",4192,"Digital Pivot","Israel, Tel Avivaj, Tel Aviv","Israel","Tel Avivaj"
"727",4199,"tiqpit Solutions Ltd","Malta, St. Paul's Bay, Plaza Commercial Center – Level 8 – Suite 5 Bisazza Street – SLM 1640 – Sliema (Malta)","Malta","St. Paul's Bay"
"728",4208,"RDM Industrial Products, Inc","United States, Newark, 1652 Watson Court, Milpitas,California 95035","United States","Newark"
"729",4212,"Cabinets & Designs Inc.","United States, Houston, The Shoppes At Memorial Villages, 1022 Wirt Road, #308, Houston, TX, 77055, USA","United States","Houston"
"730",4215,"Mobilmindz","India, Gurgaon, Plot 63, Udyog Vihar,Phase IV, Gurgaon ","India","Gurgaon"
"731",4216,"Iskralab","Russia, Saint Petersburg, Рентгена, 7","Russia","Saint Petersburg"
"732",4220,"SellerApp","Singapore, Singapore, 9 Temasek Boulevard, #04-03, Suntec Tower two, Singapore, 038989","Singapore","Singapore"
"733",4225,"K&N Sales Kitchen Appliances","United States, Houston, 1401 Shepherd Dr, Houston, Texas, 77007, United States","United States","Houston"
"734",4226,"The Original Flame","Canada, Peterborough, 982 Highway 7 East Unit 2, ON, K9J 6X8","Canada","Peterborough"
"735",4228,"Euroazul / DSV Digital Stored Value","Switzerland, Lucerne, Alpenquai 10","Switzerland","Lucerne"
"736",4235,"De La Porte Property Group","South Africa, Cape Town, Unit 16 Platinum Junction, School Street, Milnerton, 7441, South Africa","South Africa","Cape Town"
"737",4240,"Riter","Ukraine, Kyiv, Khreschatyk","Ukraine","Kyiv"
"738",4244,"ULC Social Streaming PTE Limited","Singapore, Singapore, 63 Market Street, #09-01, The Bank of Singapore Centre,  048942, Singapore","Singapore","Singapore"
"739",4245,"iPrism Technologies Inc","India, Hyderabad, iPrism Technologies Inc,  Journalist Colony, Rd Number 3, Jubilee Hills, Near Apollo Hospital, 500033","India","Hyderabad"
"740",4256,"EHAB","United Kingdom, Norwich, Geovation, 65 Goswell Road, London","United Kingdom","Norwich"
"741",4259,"Irwin Consulting Management in Singapore and Tokyo, Japan","Malaysia, Kuala Lumpur, Taman Cheras, Kuala Lumpur 56100","Malaysia","Kuala Lumpur"
"742",4260,"Movesavers Ltd","United Kingdom, London,  LTD 20-22 Wenlock Road,  London. N1 7GU","United Kingdom","London"
"743",4267,"Label Ales","South Africa, Cape Town, 3A The Edward, 113 Blaauwberg Rd, Table View, Cape Town, 7441, South Africa","South Africa","Cape Town"
"744",4268,"Pyramidion Solutions","United Arab Emirates, Dubai, Dubai, United Arab Emirates","United Arab Emirates","Dubai"
"745",4273,"Euro Steel","South Africa, Cape Town, 331 Dame St, Wadeville, Germiston, 1428, South Africa","South Africa","Cape Town"
"746",4275,"SHOP","United States, Seattle, Seattle, WA","United States","Seattle"
"747",4276,"Тематический бар","Russia, Ufa, Ufa","Russia","Ufa"
"748",4280,"Oxbow SA","South Africa, Cape Town, 1st and 2nd Floor, Millvale House, Millvale Road, Milnerton, 7441, Cape Town, South Africa","South Africa","Cape Town"
"749",4283,"Global Talent Mine","South Africa, Cape Town, 27 Jenny Lane, Blouberg Sands, 7441, Western Cape ","South Africa","Cape Town"
"750",4284,"Rugged Mobile","South Africa, Cape Town, Block C, Unit 12 Fairlandia, 186 Smit Street, Fairland, Johannesburg, Gauteng, South Africa","South Africa","Cape Town"
"751",4288,"DG Asset Management Consulting LLC","United States, Charlotte, 169 Golf View Bend","United States","Charlotte"
"752",4298,"South End Scaffolding","South Africa, Cape Town, 14 Moody Avenue, Epping 1, Cape Town, 7475, Western Cape","South Africa","Cape Town"
"753",4311,"Evoba","Sweden, Gothenburg, Goteborg","Sweden","Gothenburg"
"754",4319,"dJAX Adserver Technology Solutions","India, Coimbatore, 114E4,  4th Floor, S M Towers,  Race Course Road","India","Coimbatore"
"755",4320,"Scala Blockchain","India, Coimbatore, 114E4,  4th Floor, S M Towers,  Race Course Road","India","Coimbatore"
"756",4323,"Blocklancer","Austria, Innsbruck, Innsbruck, Austria","Austria","Innsbruck"
"757",4324,"Crcl","United States, Chicago, Notre Dame, IN","United States","Chicago"
"758",4326,"Eventjoin","United States, Fremont, 2040 Martin Avenue","United States","Fremont"
"759",4329,"GIVINGAID","Switzerland, Baar, Blumenweg 9","Switzerland","Baar"
"760",4334,"RecoHero","Ireland, Dublin, The Liffey Trust Enterprise Center, Dublin, Ireland","Ireland","Dublin"
"761",4336,"Web Sight Design Australia","Australia, Brisbane, brisban,Australia","Australia","Brisbane"
"762",4340,"Twint","India, New Delhi, K212/13B Mohan Garden New Delhi 110059","India","New Delhi"
"763",4341,"Бъюит","Russia, Saint Petersburg, Садовая 32","Russia","Saint Petersburg"
"764",4350,"Kumana Funds & Co.","Belgium, Ghent, Ghent, 9000. East Flanders/Belgium","Belgium","Ghent"
"765",4351,"DFS Associates RF and Microwave Products and Services","France, Paris, 34 Rue Saint-Roch, 75001 Paris, France","France","Paris"
"766",4357,"Hotel Data Cloud","United Arab Emirates, Dubai, P.O. Box 66068, Dubai, UAE","United Arab Emirates","Dubai"
"767",4361,"Mya Care","Cayman Islands, George Town, 4th Floor, Harbour Place, 103 South Church Street, P.O. Box 10240, Grand Cayman KY1-1002","Cayman Islands","George Town"
"768",4366,"Private person","Kazakhstan, Almaty, apt. 31, building 1, Orbita-3","Kazakhstan","Almaty"
"769",4367,"Monetix","Ukraine, Lviv, 0322","Ukraine","Lviv"
"770",4368,"JOYdevs","United Kingdom, London, JOYdevs","United Kingdom","London"
"771",4372,"Revive Adserver Mod","India, Bangalore, Level 9 Raheja Towers, 26 MG Road, Bangalore, Karnataka, India 560001","India","Bangalore"
"772",4373,"AutoCAD Drafting India","India, Ahmedabad, Hi-Tech House, Near Gurukul Tower, Gurukul","India","Ahmedabad"
"773",4376,"sweet-song","United States, Miami, miami,fl","United States","Miami"
"774",4379,"Nimblechapps","India, Ahmedabad, 529, Iscon Emporio, Besides Star Bazaar, Jodhpur Cross Road","India","Ahmedabad"
"775",4380,"LiVE! Technologies AG","Switzerland, Zurich, Sonnenhof 3, 8808 Pfaeffikon","Switzerland","Zurich"
"776",4381,"Tagmytaxi - Uber Clone","United States, San Francisco, 1159 Sonora Court, Suite 204","United States","San Francisco"
"777",4383,"Bitcoin Flip Trading Game","Latvia, Valmiera, Valmiera","Latvia","Valmiera"
"778",4391,"HabileData","United States, New York, 50 Riverside Drive","United States","New York"
"779",4397,"Casablanca Resort Subic Bay Zambales","Philippines, Caloocan, Amparo Subdivision Caloocan City","Philippines","Caloocan"
"780",4399,"Amazon Asin Lookup : Data Insights & Analytics for Amazon Product Listings","Singapore, Singapore, 9 Temasek Boulevard, #04-03, Suntec Tower two, 038989","Singapore","Singapore"
"781",4400,"Auxano Global Services","United States, Washington, 1754 Woodruff Road #153 Greenville, South Carolina 29607, USA","United States","Washington"
"782",4402,"Seehash Software Solutions","India, Chennai, No.106, 4th Avenue Sundar Nagar, Ekkatuthangal, Guindy, Chennai","India","Chennai"
"783",4409,"Webby Central LLC","United States, Boston, 1600 Providence Hwy Ste 288","United States","Boston"
"784",4411,"Furniture Depot","South Africa, Cape Town, 3 Linton Close, Beaconvale, Parow, 7500, Western Cape","South Africa","Cape Town"
"785",4417,"InnMind","Bhutan , Samdrup Jongkhar, ШШШШШ","Bhutan","Samdrup Jongkhar"
"786",4419,"BigBindi","India, Chennai, 3, Chakrapani St, Maduvankarai Guindy 600032 Chennai, India","India","Chennai"
"787",4421,"Oasis Medical Aesthetics & Wellness","United States, Boston, 1600 Providence Highway Suite 290 Walpole, Massachusetts","United States","Boston"
"788",4424,"SolomonsTouch","United States, Fayetteville, 3709 alliance dr, Bethel heights, Ar, 72764","United States","Fayetteville"
"789",4426,"Abinvest","Switzerland, Lugano, via Luvini","Switzerland","Lugano"
"790",4428,"Beach Calido Hotel Project","Sri Lanka, Colombo, Kaluthara , Caido Beach","Sri Lanka","Colombo"
"791",4429,"Pholaco","South Africa, Cape Town, Neil Hare Rd, Atlantis Industrial, 7349","South Africa","Cape Town"
"792",4431,"Aeler","Switzerland, Lausanne, Rue des Fontenailles 19","Switzerland","Lausanne"
"793",4432,"гид платформа","Russia, Astrakhan, апвыаипртватпртьенртав","Russia","Astrakhan"
"794",4439,"Kerberos Coin","South Africa, Johannesburg, 111 tosca avenue","South Africa","Johannesburg"
"795",4447,"Kasko2go AG","Switzerland, Zug, Steinhauserstrasse 74","Switzerland","Zug"
"796",4449,"Navabrind IT Solutions","India, Bangalore, #5, Shop Street, 1st Floor 9th main, 9th Cross, Jayanagar 2nd Block","India","Bangalore"
"797",4450,"Kasko2go AG","Switzerland, Zug, Steinhauserstrasse 74","Switzerland","Zug"
"798",4451,"noCRM.io","France, Paris, Paris","France","Paris"
"799",4463,"Digipharm","Switzerland, Zug, BusinessPark Zug, PO BOX 947 6301 Zug","Switzerland","Zug"
"800",4467,"Messor Sp. z o.o.","Poland, Poznan, Os.Armii Krajowej 145/10","Poland","Poznan"
"801",4469,"Parental Eye","Russia, Moscow, Moscow","Russia","Moscow"
"802",4472,"Tooltech","South Africa, Cape Town, Unit 2 & 3 Linton Road, Beaconvale, Parow, Cape Town, 7500, South Africa","South Africa","Cape Town"
"803",4473,"kasko2go","Switzerland, Zug, Steinhauserstrasse 74","Switzerland","Zug"
"804",4477,"Energy Premier","Slovenia, Ljubljana, Kamniska Ulica 25","Slovenia","Ljubljana"
"805",4484,"SRK","Algeria , Constantine, alegeria","Algeria","Constantine"
"806",4486,"Cornerstone Communications","Romania, Bucharest, Globalworth Tower","Romania","Bucharest"
"807",4492,"OhmsGold","Canada, Toronto, CANADA","Canada","Toronto"
"808",4494,"The Ear Depot","Canada, Peterborough, 236 Parkhill Rd. E., Peterborough, Ontario K9H 1R2, Canada","Canada","Peterborough"
"809",4498,"Hi-Tech BPO Services","United States, New York, 50 Riverside Drive","United States","New York"
"810",4501,"Once Sync Limited","Kenya, Nairobi, 55137-00200","Kenya","Nairobi"
"811",4503,"AgroFly SA","Switzerland, Sion, Route du Moulin 44, 3977 Granges","Switzerland","Sion"
"812",4504,"GetSavvi Health","South Africa, Cape Town, Tygervalley Chambers 5, 27 Willie Van Schoor Avenue, Tygervalley, Bellville, 7530, South Africa","South Africa","Cape Town"
"813",4506,"Amartam Solutions","India, Gurgaon, Unit-822, Tower-B4, Spaze I-Tech Park Sector-49, Sohna Road, Gurgaon, HR, 122001 IN : +91 1244222075","India","Gurgaon"
"814",4511,"Smart Containers Group","Switzerland, Zurich, Technoparkstrasse 1","Switzerland","Zurich"
"815",4515,"RxEAL","Latvia, Riga, Riga","Latvia","Riga"
"816",4518,"AL and ABI Enterprises Pty Ltd","South Africa, Port Shepstone, 46 oceanveiw str. SeaPark-Port Shepstone","South Africa","Port Shepstone"
"817",4523,"Catena Decentralized Trading Platform ","United Arab Emirates, Dubai, 218 Irridium Building Al Barsha1 Umm Suqeim St","United Arab Emirates","Dubai"
"818",4528,"SLT","Croatia, Rijeka, Primorsko goranska","Croatia","Rijeka"
"819",4551,"PilatesMastery","United States, New York, 49 East 12th Street, New York, NY 10003","United States","New York"
"820",4556,"Ювелирный клуб счастливых женщин Жанны Эппле","Russia, Moscow, Москва","Russia","Moscow"
"821",4557,"Ecoadria J.d.o.o","Croatia, Bjelovar, Petra Biskupa Vene 152","Croatia","Bjelovar"
"822",4561,"Liposomal CBD Oil","United States, Denver, 100 Fillmore St, Denver, CO, USA","United States","Denver"
"823",4562,"Stealth","Belarus, Minsk, Minsk","Belarus","Minsk"
"824",4565,"StoriBard Freelance Services","Canada, Calgary, Alberta","Canada","Calgary"
"825",4568,"Hi-Tech Engineering Services","India, Ahmedabad, Hi-Tech House Near Gurukul Tower Gurukul, Ahmedabad, Gujarat - 380052","India","Ahmedabad"
"826",4570,"Panaesha Capital Pte. Ltd","Singapore, Singapore, International Plaza, 10 Anson Road, ","Singapore","Singapore"
"827",4579,"CAD Outsourcing Services","India, Ahmedabad, Hi-Tech House, Gurukul, Ahmedabad - 380052, Gujarat - India.","India","Ahmedabad"
"828",4581,"Enkrishiv","India, Rajkot, M-1/16. RMC Hudco Quarter, Near Marketing Yard.","India","Rajkot"
"829",4583,"Sirv","United Kingdom, Oxford, 3 The Gallery 54 Marston Street Oxford OX4 1LF","United Kingdom","Oxford"
"830",4584,"PropYogi","India, Noida, Ecotech-III, Udyog Kendra-II Greater Noida","India","Noida"
"831",4586,"https://briastorm.com","United Kingdom, Glasgow, Office Address: Briastorm Limited, 272 Bath Street, Glasgow, G2 4JR, United Kingdom","United Kingdom","Glasgow"
"832",4600,"mycomyco","United Arab Emirates, Dubai, Dubai internet city","United Arab Emirates","Dubai"
"833",4602,"ALTHEAT","Russia, Moscow, Одинцово","Russia","Moscow"
"834",4603,"Publiseer","Nigeria, Lagos, 9, Esther Ebun Street, Victory Estate, Iba, Ojo, 102101, Lagos","Nigeria","Lagos"
"835",4606,"ROMAD Holding Ltd","Cyprus, Limassol, Kallipoleos, 17, Office 303, 1055, Nicosia","Cyprus","Limassol"
"836",4609,"Hellraisers eSports","Ukraine, Kyiv, Vadyma Hetmana 13","Ukraine","Kyiv"
"837",4614," Markhor Capital Advisors","Pakistan, Karachi, 14 Abacus Road. Brampton, ON Canada L6T 5B7","Pakistan","Karachi"
"838",4622,"Duet Alkor","Russia, Moscow, Chkalov's street 8 ","Russia","Moscow"
"839",4623,"ITXing","Malaysia, Kuala Lumpur, Kota Damansara","Malaysia","Kuala Lumpur"
"840",4626,"WAZZUP","Russia, Moscow, Генерала Глаголева 19","Russia","Moscow"
"841",4631,"Panaesha Capital Pte. Ltd","Singapore, Singapore, ""10 Anson Road #10-11 International Plaza Singapore 079903""","Singapore","Singapore"
"842",4634,"a1","Russia, Moscow, Москва","Russia","Moscow"
"843",4635,"ySign","Malta, Santa Venera, Swieqi SWQ3434","Malta","Santa Venera"
"844",4642,"DEF Foundation Ltd.","Singapore, Singapore, 67, Ayer Rajah Crescent, #02-10, Singapore","Singapore","Singapore"
"845",4647,"The NineHertz","United States, Cincinnati,  727 Martin Luther King Dr W","United States","Cincinnati"
"846",4651,"Just Buttons","United States, New York, 59 School Ground Road, Ste 7","United States","New York"
"847",4653,"Вистиания.","Russia, Moscow, Москва, Шипиловский проезд,63-1","Russia","Moscow"
"848",4662,"Appinventiv","United States, New York, 79 Madison Ave, Manhattan, NY, United State, 10001","United States","New York"
"849",4665,"Cartaxi","Russia, Saint Petersburg, Выборгская наб. 49","Russia","Saint Petersburg"
"850",4668,"Digital Ledger","India, Ahmednagar, D-","India","Ahmednagar"
"851",4671,"mozartcentre","Belarus, Vitsyebsk, полоцк","Belarus","Vitsyebsk"
"852",4675,"Outsource AutoCAD Drafting","India, Ahmedabad, Gujarat","India","Ahmedabad"
"853",4676,"Revit Modeling India","India, Ahmedabad, Gujarat","India","Ahmedabad"
"854",4683,"GSD-Verpackungen Gerhard Schurholz GmbH","Germany, Berlin, Bahnhofstra<U+00DF>e 19,  57489 Drolshagen ","Germany","Berlin"
"855",4691,"JUST DO LUCK ","United Kingdom, Sheffield, Office 5 Neepsend Triangle, Burton Road","United Kingdom","Sheffield"
"856",4701,"Worldopoly","Switzerland, Bern, Bergblickweg 4, 6060 Ramersberg","Switzerland","Bern"
"857",4704,"Сила мяса","Russia, Kaliningrad, г. Калининград","Russia","Kaliningrad"
"858",4706,"MFO Online Europe","Spain, Barcelona, Casanova 63","Spain","Barcelona"
"859",4707,"Verasity","Cyprus, Limassol, Cayman Islands","Cyprus","Limassol"
"860",4710,"Electrify Network","France, Paris, Incubateur Ionis361 ","France","Paris"
"861",4717,"Accountability","South Africa, Cape Town, 29 Bella Rosa Street, Rosenpark, Bellville, Cape Town, 7530, South Africa","South Africa","Cape Town"
"862",4718,"BiteCoin Network","France, Paris, 21 Rue-de-Clery, 75002","France","Paris"
"863",4719,"Push Monkey","United States, Minneapolis, Minnesota","United States","Minneapolis"
"864",4729,"Agave Sotheby's International Realty","Mexico, Mexico City, Hospicio 37, Centro. (9,021.49 mi) San Miguel de Allende, Guanajuato 37700","Mexico","Mexico City"
"865",4732,"Woodridge Capital Investments ","United Kingdom, London, Ledborough Gate, Beaconsfield, Buckinghamshire ","United Kingdom","London"
"866",4742,"The Virtual Raccoon Lab Project S.L.","Spain, Albacete, C/ Valladolid 3, bajo","Spain","Albacete"
"867",4746,"FuGenX Technologies","United Arab Emirates, Dubai, Office 1003, Damac XL Tower, Business Bay,","United Arab Emirates","Dubai"
"868",4757,"Netty","Ukraine, Kyiv, Kyiv","Ukraine","Kyiv"
"869",4759,"HASHRENTAL.IO","United Kingdom, London, IM4 4TP , Isle of Man","United Kingdom","London"
"870",4762,"Jury.Online","Estonia, Tartu, 14314305, Tartu mnt 83-701 Tallinn Harjumaa 10115","Estonia","Tartu"
"871",4772,"mlb","Germany, Hamburg, nordende 8","Germany","Hamburg"
"872",4786,"nedscoin","Australia, Brisbane, Level 1, 25 Montpelier Rd, Bowen Hills QLD 4006","Australia","Brisbane"
"873",4787,"Kay Pee Con","India, New Delhi, G-8/27, Ground Floor, Sector-11, Rohini, Delhi 110085","India","New Delhi"
"874",4789,"TechCaffee","India, Noida, 240-241, Ecotech-III, Phase-II, Gr. Noida- 201306 (UP)","India","Noida"
"875",4792,"Gold Global Currency Corp S.A","Switzerland, Geneva, carrouge","Switzerland","Geneva"
"876",4795,"KrishaWeb","India, Ahmedabad, B/1, Nikumbh Complex, Opp. Tomato’s Restaurant, C.G. Road, Navrangpura,  Ahmedabad, Gujarat 380009.","India","Ahmedabad"
"877",4801,"Delkn","Canada, Toronto, 12 Dellgrove Circle, Cambridge, Toronto","Canada","Toronto"
"878",4805,"Optima International Solutions","South Africa, Cape Town, 26 Frere Ave, Flamingo Vlei, Table View, Cape Town, 7441, South Africa","South Africa","Cape Town"
"879",4807,"Travelit LLC ","United States, Las Vegas, 317 6 S Street Las Vegas Nevada 89101","United States","Las Vegas"
